Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,CompanyExperienceShare,RoleStabilityScore,EducationBackground_grouped,EmpDepartment_grouped,EmpJobRole_grouped,CommuteCategory_Moderate,CommuteCategory_Far,MaritalStatus_Married,MaritalStatus_Single,PromotionWaitTime_Moderate,PromotionWaitTime_Long,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
29,0,1,4,1,100,2,1,1,6,0,13,3,11,2,1,9,7,0,7,1,3,0.8181818181818182,0.7777777777777778,Other,Research & Development,Research Scientist,False,False,False,True,False,False,False,True
46,1,3,3,3,51,3,4,2,8,0,12,4,23,2,4,13,12,5,1,0,3,0.5652173913043478,0.9230769230769231,Life Sciences,Sales,Manager,False,False,True,False,False,True,False,True
35,1,16,3,4,91,2,3,2,1,0,19,4,11,3,1,11,8,3,3,0,3,1.0,0.7272727272727273,Life Sciences,Research & Development,Manager R&D,False,True,False,True,True,False,False,True
23,0,20,1,1,97,3,2,3,0,0,14,2,5,2,3,4,3,1,2,0,2,0.8,0.75,Life Sciences,Research & Development,Laboratory Technician,False,True,False,True,False,False,False,True
40,0,9,4,4,86,3,1,1,3,0,14,2,15,3,1,5,4,1,0,1,3,0.3333333333333333,0.8,Life Sciences,Research & Development,Laboratory Technician,True,False,False,True,False,False,False,True
34,0,1,3,4,64,2,3,3,1,1,14,4,10,3,3,10,9,8,6,0,3,1.0,0.9,Other,Sales,Sales Executive,False,False,True,False,False,True,False,True
50,0,22,5,3,88,1,4,4,1,1,13,4,32,2,3,32,6,13,9,0,3,1.0,0.1875,Medical,Research & Development,Research Director,False,True,False,True,False,True,True,False
42,0,2,3,3,68,2,1,2,4,0,14,2,4,3,3,1,0,0,0,0,3,0.25,0.0,Medical,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
37,0,13,3,1,47,3,2,4,1,0,17,1,10,2,3,10,8,3,7,0,2,1.0,0.8,Medical,Research & Development,Research Scientist,True,False,True,False,True,False,False,True
29,1,8,1,3,39,1,2,1,3,0,13,3,9,3,3,7,7,0,7,0,3,0.7777777777777778,1.0,Other,Research & Development,Healthcare Representative,True,False,True,False,False,False,False,True
33,0,25,3,4,44,2,2,2,1,0,13,4,5,2,3,5,3,0,2,0,3,1.0,0.6,Life Sciences,Research & Development,Manufacturing Director,False,True,False,True,False,False,False,True
45,0,28,3,4,97,3,1,4,4,0,20,4,8,3,3,5,4,0,3,0,4,0.625,0.8,Other,Research & Development,Research Scientist,False,True,True,False,False,False,False,True
42,0,2,3,4,40,3,3,4,2,1,14,3,24,3,1,20,8,13,9,0,3,0.8333333333333334,0.4,Life Sciences,Research & Development,Healthcare Representative,False,False,True,False,False,True,True,False
40,0,9,2,1,47,3,2,1,0,0,12,4,9,5,4,8,4,7,1,0,2,0.8888888888888888,0.5,Medical,Sales,Sales Executive,True,False,True,False,False,True,False,True
33,0,28,4,2,79,3,2,3,1,1,12,2,15,3,3,15,14,5,7,0,2,1.0,0.9333333333333333,Life Sciences,Research & Development,Laboratory Technician,False,True,True,False,False,True,False,True
40,0,6,2,3,38,3,4,4,1,1,21,4,21,2,3,21,7,7,7,0,4,1.0,0.3333333333333333,Medical,SmallDepts,Manager,True,False,False,True,False,True,False,True
24,0,21,2,3,57,2,1,1,0,0,14,2,2,3,3,1,1,0,0,0,3,0.5,1.0,Other,Research & Development,Laboratory Technician,False,True,False,False,False,False,False,True
40,0,8,2,4,72,3,2,4,3,1,18,3,8,2,3,2,2,2,2,0,3,0.25,1.0,Life Sciences,Research & Development,Manager R&D,True,False,False,False,True,False,False,False
45,0,1,4,1,66,3,3,2,1,0,12,1,10,4,3,10,8,7,7,0,2,1.0,0.8,Other,Research & Development,Healthcare Representative,False,False,False,False,False,True,False,True
35,1,28,4,2,98,2,1,3,0,0,23,1,6,5,3,5,3,4,2,0,2,0.8333333333333334,0.6,Life Sciences,Sales,Sales Representative,False,True,True,False,True,False,False,True
36,0,2,4,3,70,3,1,4,3,1,21,4,7,3,2,3,2,1,2,0,4,0.42857142857142855,0.6666666666666666,Life Sciences,Sales,Sales Representative,False,False,False,True,False,False,False,True
48,1,16,4,3,96,3,2,3,8,0,14,3,18,2,3,8,7,7,7,0,3,0.4444444444444444,0.875,Life Sciences,Sales,Sales Executive,False,True,False,False,False,True,False,True
33,0,8,4,1,46,3,2,1,2,0,13,4,8,6,1,2,2,2,2,0,2,0.25,1.0,Life Sciences,Sales,Sales Executive,True,False,True,False,True,False,False,True
30,0,1,3,2,64,2,2,1,1,0,11,4,10,4,3,10,8,6,7,1,2,1.0,0.8,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,True
38,0,10,4,3,71,3,2,3,3,0,11,3,10,2,3,6,3,1,2,0,3,0.6,0.5,Other,SmallDepts,Human Resources,True,False,True,False,False,False,True,False
30,0,29,4,3,33,3,3,2,3,0,12,2,9,3,3,4,2,1,3,0,3,0.4444444444444444,0.5,Other,Sales,Sales Executive,False,True,True,False,False,False,False,True
35,1,2,3,1,69,3,1,1,1,1,12,4,1,2,3,1,0,0,0,1,3,1.0,0.0,Life Sciences,Research & Development,Laboratory Technician,False,False,False,False,False,False,False,True
53,1,2,5,3,78,2,3,4,0,0,16,2,34,4,3,33,7,1,9,1,3,0.9705882352941176,0.21212121212121213,Other,Research & Development,Manufacturing Director,False,False,True,False,False,False,False,True
38,0,2,3,3,81,3,2,2,4,0,11,1,7,2,3,5,2,1,4,1,3,0.7142857142857143,0.4,Medical,Research & Development,Manufacturing Director,False,False,True,False,False,False,False,True
48,1,15,4,3,65,3,1,1,8,0,12,4,10,3,2,8,2,7,6,0,3,0.8,0.25,Other,Research & Development,Manager R&D,True,False,True,False,False,True,False,True
34,0,7,4,1,35,3,1,4,1,0,13,3,1,4,1,1,0,0,0,0,3,1.0,0.0,Medical,Research & Development,Research Scientist,True,False,False,True,False,False,False,True
55,0,26,5,3,60,2,5,4,1,0,21,3,36,3,3,36,6,2,13,0,4,1.0,0.16666666666666666,Marketing,Sales,Manager,False,True,True,False,True,False,False,True
34,0,1,4,2,45,3,2,4,9,0,17,2,9,3,2,2,2,2,1,0,2,0.2222222222222222,1.0,Life Sciences,Research & Development,Manager R&D,False,False,True,False,True,False,False,True
38,0,14,3,3,80,3,2,2,0,0,11,4,10,3,3,9,8,7,7,0,3,0.9,0.8888888888888888,Life Sciences,Sales,Sales Executive,True,False,True,False,False,True,False,True
36,1,1,4,2,73,3,2,3,6,0,13,1,15,5,3,1,0,0,0,0,3,0.06666666666666667,0.0,Life Sciences,Sales,Sales Executive,False,False,False,True,False,False,False,True
29,0,3,1,2,87,3,1,1,1,1,18,4,10,3,3,10,9,1,5,0,2,1.0,0.9,Medical,Research & Development,Manager R&D,False,False,False,True,False,False,False,True
35,1,10,4,1,51,3,2,3,3,1,16,3,10,4,3,5,2,0,4,0,3,0.5,0.4,Medical,Research & Development,Healthcare Representative,True,False,False,True,False,False,False,True
39,0,6,3,4,38,4,3,3,2,0,11,1,11,3,3,7,6,7,6,0,3,0.6363636363636364,0.8571428571428571,Medical,Sales,Sales Executive,True,False,True,False,False,True,False,True
29,0,2,1,1,87,3,2,4,1,0,19,4,6,0,4,6,4,1,3,0,2,1.0,0.6666666666666666,Life Sciences,SmallDepts,Finance Manager,False,False,False,False,False,False,True,False
50,0,9,3,3,59,3,5,3,4,1,16,3,27,2,3,1,0,0,0,0,3,0.037037037037037035,0.0,Marketing,Sales,Manager,True,False,True,False,False,False,False,True
23,0,10,3,4,45,4,1,3,2,0,16,4,4,2,3,2,2,2,2,0,3,0.5,1.0,Other,SmallDepts,Finance Manager,True,False,True,False,True,False,False,True
35,0,28,3,2,46,4,2,3,1,0,17,4,10,3,2,10,9,6,8,0,2,1.0,0.9,Life Sciences,SmallDepts,Finance Manager,False,True,True,False,False,True,False,True
34,0,10,4,4,92,2,2,3,1,0,14,2,8,3,2,8,2,7,7,0,3,1.0,0.25,Other,SmallDepts,Finance Manager,True,False,True,False,False,True,True,False
43,0,27,3,4,87,4,1,2,5,0,12,3,8,0,3,6,4,0,2,0,3,0.75,0.6666666666666666,Other,SmallDepts,Finance Manager,False,True,False,False,False,False,False,True
28,0,24,3,3,51,3,1,2,1,1,17,3,1,3,3,1,1,0,0,1,3,1.0,1.0,Medical,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
22,1,26,2,2,85,2,1,3,1,1,14,2,4,2,2,4,2,1,3,0,2,1.0,0.5,Other,SmallDepts,Finance Manager,False,True,True,False,False,False,False,False
50,0,20,5,2,41,3,4,3,2,1,15,3,32,3,3,30,8,12,13,0,2,0.9375,0.26666666666666666,Medical,SmallDepts,Finance Manager,False,True,True,False,False,True,True,False
32,1,5,4,2,35,4,1,4,3,0,17,4,6,3,3,3,2,0,2,0,3,0.5,0.6666666666666666,Other,SmallDepts,Finance Manager,False,False,True,False,False,False,False,True
44,1,7,3,2,31,3,5,4,0,1,14,4,23,4,2,22,7,1,10,0,2,0.9565217391304348,0.3181818181818182,Medical,SmallDepts,Finance Manager,True,False,False,False,False,False,False,True
30,0,7,3,2,48,2,1,2,1,0,12,2,6,3,2,6,4,1,1,0,2,1.0,0.6666666666666666,Medical,SmallDepts,Finance Manager,True,False,True,False,False,False,False,True
45,1,5,5,3,50,1,2,1,1,1,14,1,10,3,3,10,7,1,4,0,3,1.0,0.7,Medical,SmallDepts,Finance Manager,False,False,False,True,False,False,False,True
45,0,26,3,1,52,2,2,1,1,0,15,1,10,2,3,10,7,4,5,0,2,1.0,0.7,Marketing,Sales,Sales Executive,False,True,True,False,True,False,False,False
31,0,2,4,4,54,3,2,1,7,0,13,4,10,3,3,5,2,0,3,0,3,0.5,0.4,Other,Sales,Sales Executive,False,False,False,True,False,False,True,False
36,1,12,4,3,76,3,2,3,9,1,12,2,7,2,3,3,2,1,1,0,3,0.42857142857142855,0.6666666666666666,Life Sciences,SmallDepts,Finance Manager,True,False,True,False,False,False,False,True
34,0,10,4,3,42,4,2,4,1,0,13,1,9,3,3,9,7,7,2,0,3,1.0,0.7777777777777778,Life Sciences,SmallDepts,Finance Manager,True,False,False,False,False,True,True,False
49,1,25,4,3,84,3,1,1,1,0,14,4,10,3,2,9,6,1,4,0,3,0.9,0.6666666666666666,Life Sciences,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
27,0,19,3,4,67,2,1,1,1,0,11,1,7,3,3,7,7,0,7,0,3,1.0,1.0,Other,SmallDepts,Finance Manager,False,True,False,False,False,False,False,True
35,0,18,5,2,48,4,2,1,1,0,11,4,16,2,3,16,15,1,10,0,2,1.0,0.9375,Life Sciences,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
28,1,27,3,2,39,1,2,1,0,0,21,2,6,5,2,5,3,0,0,0,3,0.8333333333333334,0.6,Medical,SmallDepts,Finance Manager,False,True,False,False,False,False,False,True
21,0,5,1,3,97,3,1,4,1,0,18,3,3,2,3,2,2,2,2,0,3,0.6666666666666666,1.0,Medical,SmallDepts,Finance Manager,False,False,False,True,True,False,False,True
18,1,3,2,2,70,3,1,4,1,1,12,3,0,2,4,0,0,0,0,1,3,0.0,0.0,Medical,Sales,Sales Representative,False,False,False,True,False,False,True,False
47,1,26,4,4,98,3,5,3,3,0,11,3,27,2,3,5,2,1,0,0,3,0.18518518518518517,0.4,Life Sciences,SmallDepts,Manager,False,True,True,False,False,False,False,True
39,0,3,2,3,76,2,2,3,0,0,15,4,11,3,3,10,8,0,7,0,3,0.9090909090909091,0.8,Medical,SmallDepts,Finance Manager,False,False,False,False,False,False,False,True
35,1,8,4,3,52,3,2,3,1,0,12,4,15,5,3,14,11,2,9,0,3,0.9333333333333333,0.7857142857142857,Life Sciences,SmallDepts,Finance Manager,True,False,True,False,True,False,False,False
37,0,19,3,3,85,3,2,3,3,0,17,1,9,2,2,4,3,0,2,0,3,0.4444444444444444,0.75,Life Sciences,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
39,1,4,3,1,81,3,2,3,0,0,13,4,10,2,1,9,2,3,8,0,2,0.9,0.2222222222222222,Medical,SmallDepts,Finance Manager,False,False,False,True,True,False,True,False
38,1,2,2,4,54,2,3,3,3,1,19,4,10,6,4,5,4,0,2,0,3,0.5,0.8,Medical,SmallDepts,Finance Manager,False,False,True,False,False,False,False,True
37,1,10,3,2,71,3,1,2,1,0,11,1,8,2,1,8,4,7,7,0,2,1.0,0.5,Medical,SmallDepts,Finance Manager,True,False,True,False,False,True,False,True
40,1,16,3,3,84,3,3,4,6,1,15,4,18,2,2,4,2,3,3,0,3,0.2222222222222222,0.5,Life Sciences,SmallDepts,Finance Manager,False,True,False,True,True,False,False,True
44,0,1,5,1,37,3,2,4,4,1,11,3,14,3,3,10,7,0,2,0,3,0.7142857142857143,0.7,Other,SmallDepts,Human Resources,False,False,True,False,False,False,True,False
35,0,15,2,1,59,1,2,4,6,1,14,4,7,2,2,2,2,2,2,1,2,0.2857142857142857,1.0,Medical,Sales,Sales Executive,True,False,False,False,True,False,False,True
24,1,2,1,1,32,3,1,4,1,1,13,3,6,2,3,6,3,1,3,0,2,1.0,0.5,Other,SmallDepts,Finance Manager,False,False,False,True,False,False,True,False
27,1,8,3,2,86,4,1,3,7,0,17,1,5,0,3,3,2,0,2,0,3,0.6,0.6666666666666666,Medical,SmallDepts,Finance Manager,True,False,True,False,False,False,False,True
27,0,2,3,4,87,3,1,4,2,0,13,3,6,0,2,4,2,1,2,0,3,0.6666666666666666,0.5,Medical,SmallDepts,Finance Manager,False,False,False,True,False,False,True,False
25,0,2,1,4,77,4,2,3,1,0,17,3,7,6,3,7,7,0,7,0,3,1.0,1.0,Life Sciences,SmallDepts,Finance Manager,False,False,False,False,False,False,True,False
39,0,12,3,4,66,3,2,2,4,0,21,3,7,3,3,5,4,1,0,0,4,0.7142857142857143,0.8,Medical,SmallDepts,Finance Manager,True,False,True,False,False,False,False,True
49,1,22,4,1,72,3,4,2,3,0,16,2,27,2,3,4,2,1,2,0,2,0.14814814814814814,0.5,Other,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
50,1,17,5,4,50,2,3,1,5,0,15,3,19,3,3,14,11,1,11,0,3,0.7368421052631579,0.7857142857142857,Life Sciences,SmallDepts,Finance Manager,False,True,False,False,False,False,False,True
20,1,2,3,3,31,3,1,3,1,0,19,1,2,3,3,2,2,2,2,0,3,1.0,1.0,Medical,Sales,Sales Representative,False,False,False,True,True,False,False,True
34,1,3,3,4,66,3,2,2,1,0,12,3,11,2,3,11,8,7,9,0,3,1.0,0.7272727272727273,Life Sciences,SmallDepts,Finance Manager,False,False,False,False,False,True,False,True
36,0,7,3,1,77,3,1,2,2,0,11,3,15,4,3,4,3,1,3,0,2,0.26666666666666666,0.75,Life Sciences,SmallDepts,Finance Manager,True,False,False,True,False,False,False,True
49,1,6,1,3,41,2,4,3,2,1,19,2,30,3,3,15,11,2,12,0,3,0.5,0.7333333333333333,Life Sciences,SmallDepts,Finance Manager,True,False,True,False,True,False,False,True
36,1,1,4,4,33,2,2,3,0,0,15,3,4,6,3,3,2,1,2,0,3,0.75,0.6666666666666666,Medical,SmallDepts,Finance Manager,False,False,True,False,False,False,False,False
36,0,3,2,4,79,4,2,1,6,0,20,1,13,3,3,5,4,0,4,0,4,0.38461538461538464,0.8,Life Sciences,SmallDepts,Finance Manager,False,False,False,False,False,False,False,True
54,1,22,5,2,91,3,4,3,3,0,25,3,36,6,3,10,8,4,7,0,2,0.2777777777777778,0.8,Medical,SmallDepts,Finance Manager,False,True,True,False,True,False,False,True
43,0,15,2,3,65,2,4,3,1,0,24,1,14,3,3,14,10,6,11,0,4,1.0,0.7142857142857143,Life Sciences,SmallDepts,Finance Manager,True,False,True,False,False,True,False,True
35,0,12,4,4,36,3,2,4,3,1,24,1,13,2,4,11,9,6,7,1,4,0.8461538461538461,0.8181818181818182,Other,Sales,Sales Executive,True,False,False,True,False,True,True,False
29,0,5,3,1,43,2,2,2,1,1,13,2,10,3,2,10,0,0,9,0,3,1.0,0.0,Medical,Sales,Sales Executive,False,False,False,False,False,False,False,True
33,0,2,4,4,93,3,2,4,1,0,14,3,6,5,3,6,2,0,4,0,3,1.0,0.3333333333333333,Medical,Sales,Sales Executive,False,False,False,False,False,False,False,True
32,0,2,3,4,45,3,2,2,0,0,13,3,10,4,2,9,5,1,6,0,3,0.9,0.5555555555555556,Medical,SmallDepts,Finance Manager,False,False,False,False,False,False,False,True
31,1,5,4,1,67,3,2,4,1,0,11,1,10,2,3,10,0,0,2,0,3,1.0,0.0,Life Sciences,Sales,Sales Executive,False,False,True,False,False,False,False,True
49,1,16,3,4,74,3,1,1,4,1,16,2,17,2,2,2,2,2,2,0,3,0.11764705882352941,1.0,Medical,SmallDepts,Finance Manager,False,True,False,False,True,False,False,True
20,0,9,1,4,54,3,1,1,1,0,11,1,2,3,3,2,2,0,2,0,3,1.0,1.0,Life Sciences,Sales,Sales Representative,True,False,False,True,False,False,False,True
33,1,16,3,3,36,3,2,4,1,1,25,3,7,2,3,6,5,1,2,0,4,0.8571428571428571,0.8333333333333334,Life Sciences,Sales,Sales Executive,False,True,False,False,False,False,False,False
36,0,26,4,1,80,3,2,3,6,0,14,2,10,2,2,3,2,0,2,0,3,0.3,0.6666666666666666,Life Sciences,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
44,1,1,3,3,44,3,1,4,4,1,18,1,8,2,3,2,2,2,2,0,3,0.25,1.0,Life Sciences,SmallDepts,Human Resources,False,False,False,False,True,False,False,True
23,0,8,1,4,93,2,1,3,1,1,11,1,5,2,3,5,4,1,2,1,3,1.0,0.8,Medical,SmallDepts,Finance Manager,True,False,False,True,False,False,False,True
38,1,4,2,4,87,3,1,3,7,0,19,4,7,5,2,0,0,0,0,0,3,0.0,0.0,Medical,SmallDepts,Finance Manager,False,False,True,False,False,False,False,True
53,0,24,4,2,48,4,3,4,3,0,15,3,11,2,3,4,3,1,2,0,2,0.36363636363636365,0.75,Medical,SmallDepts,Finance Manager,False,True,True,False,False,False,False,True
48,1,7,2,4,95,3,1,3,2,1,11,3,19,3,3,9,7,7,7,1,3,0.47368421052631576,0.7777777777777778,Medical,Sales,Sales Representative,True,False,True,False,False,True,True,False
32,0,2,4,4,95,3,1,2,1,0,12,1,1,2,3,1,0,0,0,1,3,1.0,0.0,Life Sciences,SmallDepts,Finance Manager,False,False,False,True,False,False,False,True
26,0,7,3,4,76,3,1,4,1,0,20,3,7,5,3,7,7,5,7,0,4,1.0,1.0,Medical,SmallDepts,Finance Manager,True,False,False,True,False,True,False,False
55,0,22,3,1,94,2,1,2,5,0,12,4,8,1,3,4,2,1,2,0,2,0.5,0.5,Other,SmallDepts,Finance Manager,False,True,False,False,False,False,False,True
34,0,5,2,2,57,2,2,4,1,0,14,3,15,3,4,15,10,4,13,0,2,1.0,0.6666666666666666,Medical,Research & Development,Manager R&D,False,False,True,False,True,False,False,True
60,0,1,4,3,92,1,3,4,3,0,20,3,19,2,4,1,0,0,0,0,4,0.05263157894736842,0.0,Medical,Research & Development,Healthcare Representative,False,False,False,False,False,False,False,True
37,0,1,4,3,31,1,2,4,1,0,14,3,6,2,2,6,3,1,3,0,3,1.0,0.5,Medical,Sales,Sales Executive,False,False,False,False,False,False,True,False
34,1,19,3,2,35,2,1,4,1,0,12,2,10,3,3,10,9,8,7,0,2,1.0,0.9,Life Sciences,Research & Development,Research Scientist,False,True,True,False,False,True,False,True
44,1,2,3,3,96,4,3,4,1,1,19,2,9,2,3,8,7,6,7,0,3,0.8888888888888888,0.875,Life Sciences,Research & Development,Healthcare Representative,False,False,True,False,False,True,False,True
43,0,2,3,4,73,3,2,4,1,1,17,1,10,3,3,10,9,8,8,0,3,1.0,0.9,Medical,Sales,Sales Executive,False,False,True,False,False,True,False,True
29,1,9,4,4,43,3,1,3,9,0,17,3,9,2,3,5,3,1,2,0,3,0.5555555555555556,0.6,Medical,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
36,1,2,4,3,51,3,2,4,3,0,15,3,17,2,2,13,7,6,7,0,3,0.7647058823529411,0.5384615384615384,Life Sciences,Sales,Sales Representative,False,False,False,True,False,True,False,True
45,0,1,1,3,74,2,3,3,3,0,23,4,25,3,2,23,15,14,4,0,4,0.92,0.6521739130434783,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,True,False,False
26,0,17,4,4,62,1,1,3,1,0,15,3,3,3,4,3,2,0,2,0,3,1.0,0.6666666666666666,Medical,Research & Development,Laboratory Technician,False,True,True,False,False,False,False,True
45,1,28,2,4,48,2,4,2,1,0,11,3,21,2,3,21,6,8,6,0,3,1.0,0.2857142857142857,Other,Research & Development,Manager R&D,False,True,False,True,False,True,False,True
31,0,2,4,2,69,3,1,3,1,0,14,4,6,2,4,5,2,0,3,0,3,0.8333333333333334,0.4,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
41,0,4,3,3,60,1,2,2,6,0,19,2,10,4,3,3,2,1,2,0,3,0.3,0.6666666666666666,Other,SmallDepts,Human Resources,False,False,True,False,False,False,False,False
40,1,8,2,2,92,3,2,1,2,1,16,2,18,3,3,1,0,0,0,0,3,0.05555555555555555,0.0,Life Sciences,Research & Development,Manufacturing Director,True,False,True,False,False,False,False,True
24,0,29,1,2,91,3,1,1,1,0,13,2,6,2,4,6,2,1,2,0,2,1.0,0.3333333333333333,Medical,Research & Development,Laboratory Technician,False,True,False,False,False,False,False,True
46,0,13,4,3,34,3,2,2,6,0,14,4,19,3,3,10,7,0,9,0,3,0.5263157894736842,0.7,Life Sciences,Research & Development,Healthcare Representative,True,False,False,True,False,False,False,True
30,0,16,1,2,33,3,1,4,1,0,12,2,10,2,2,10,0,0,8,0,3,1.0,0.0,Life Sciences,Research & Development,Research Scientist,False,True,True,False,False,False,False,True
47,0,2,4,3,87,3,2,2,7,0,11,4,4,3,1,1,0,0,0,0,3,0.25,0.0,Marketing,Sales,Sales Executive,False,False,True,False,False,False,False,False
46,0,2,3,3,74,3,3,4,4,1,12,2,13,5,2,10,6,0,3,0,3,0.7692307692307693,0.6,Life Sciences,Sales,Sales Executive,False,False,False,False,False,False,False,True
36,0,13,5,2,96,2,2,1,5,1,13,2,16,3,3,2,2,2,2,1,2,0.125,1.0,Marketing,Sales,Sales Executive,True,False,False,False,True,False,False,True
32,0,1,2,1,34,1,2,2,6,0,15,2,10,2,3,0,0,0,0,1,3,0.0,0.0,Life Sciences,Sales,Sales Executive,False,False,False,True,False,False,False,True
31,1,24,1,4,30,3,2,4,2,0,20,4,9,3,2,5,4,1,4,0,4,0.5555555555555556,0.8,Other,Research & Development,Manufacturing Director,False,True,False,True,False,False,True,False
39,0,1,3,4,77,3,2,4,1,1,15,4,9,2,3,9,8,5,8,0,3,1.0,0.8888888888888888,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,True,False,False
32,0,19,3,4,80,1,3,3,3,0,13,3,10,2,1,4,3,0,2,0,3,0.4,0.75,Life Sciences,Sales,Sales Executive,False,True,True,False,False,False,False,True
40,0,7,4,2,88,3,5,2,1,0,14,2,21,3,2,21,8,12,8,0,2,1.0,0.38095238095238093,Medical,Sales,Manager,True,False,False,True,False,True,False,True
45,1,4,3,3,56,1,3,3,4,0,21,3,9,2,4,5,0,0,3,0,4,0.5555555555555556,0.0,Life Sciences,SmallDepts,Human Resources,False,False,True,False,False,False,False,True
30,1,2,4,4,78,2,1,1,0,0,16,4,10,2,3,9,7,0,7,0,3,0.9,0.7777777777777778,Other,Research & Development,Manager R&D,False,False,False,True,False,False,True,False
24,0,10,3,1,59,3,1,4,0,0,14,4,3,2,3,2,2,2,1,0,2,0.6666666666666666,1.0,Medical,SmallDepts,Human Resources,True,False,True,False,True,False,True,False
30,1,8,3,3,66,2,1,4,6,0,11,3,6,0,2,4,2,1,2,1,3,0.6666666666666666,0.5,Other,SmallDepts,Human Resources,True,False,False,False,False,False,True,False
31,0,5,3,1,51,3,2,3,1,0,19,3,6,3,3,5,2,0,2,0,4,0.8333333333333334,0.4,Other,Sales,Sales Executive,False,False,True,False,False,False,False,True
27,1,8,3,3,67,3,1,4,1,0,11,3,6,5,2,6,2,1,4,0,3,1.0,0.3333333333333333,Medical,Research & Development,Manager R&D,True,False,False,True,False,False,False,True
29,1,9,3,2,52,1,1,2,1,0,13,3,2,3,3,2,2,2,2,1,2,1.0,1.0,Marketing,Sales,Sales Representative,True,False,False,True,True,False,False,True
29,0,1,3,4,70,4,2,3,8,1,12,4,10,5,4,3,2,0,2,0,3,0.3,0.6666666666666666,Life Sciences,Research & Development,Healthcare Representative,False,False,False,True,False,False,True,False
30,0,15,2,3,94,2,3,1,2,0,11,1,12,2,3,7,7,1,7,0,3,0.5833333333333334,1.0,Marketing,Sales,Sales Executive,True,False,False,False,False,False,False,True
34,0,2,4,4,97,4,1,4,0,1,14,1,6,3,3,5,0,1,2,0,3,0.8333333333333334,0.0,Medical,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
